HDI Rank;Country;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
95; Tunisia;0,395138889;0,399305556;0,404861111;0,409027778;0,416666667;0,421527778;0,427777778;0,432638889;0,440277778;0,447916667;0,453472222;0,459027778;0,4625;0,467361111;0,473611111;0,478472222;0,482638889;0,486805556;0,490972222;0,493055556;0,497222222;0,498611111;0,499305556;0,502083333;0,503472222;0,505555556;0,508333333;0,510416667
64; Turkey;0,402083333;0,404861111;0,409027778;0,414583333;0,415972222;0,421527778;0,427083333;0,433333333;0,440972222;0,446527778;0,454861111;0,459722222;0,466666667;0,471527778;0,475694444;0,479166667;0,486805556;0,491666667;0,493055556;0,498611111;0,509722222;0,522916667;0,527777778;0,535416667;0,540277778;0,54375;0,546527778;0,549305556
108; Turkmenistan;;;;;;;;;;;;;;;;;;;;;0,467361111;0,472222222;0,476388889;0,480555556;0,484027778;0,486805556;0,489583333;0,490277778
162; Uganda;0,215972222;0,215972222;0,211805556;0,216666667;0,21875;0,222916667;0,234722222;0,245138889;0,255555556;0,266666667;0,276388889;0,281944444;0,292361111;0,298611111;0,298611111;0,303472222;0,311805556;0,31875;0,326388889;0,33125;0,3375;0,340277778;0,341666667;0,344444444;0,347222222;0,350694444;0,352777778;0,358333333
88; Ukraine;0,489583333;0,486805556;0,480555556;0,472916667;0,463888889;0,461111111;0,459027778;0,460416667;0,461805556;0,463194444;0,465972222;0,472916667;0,478472222;0,485416667;0,490277778;0,496527778;0,500694444;0,50625;0,509027778;0,504861111;0,509027778;0,5125;0,515972222;0,517361111;0,519444444;0,515972222;0,518055556;0,521527778
34; United Arab Emirates;0,504861111;0,5125;0,515277778;0,519444444;0,525;0,530555556;0,535416667;0,540277778;0,545138889;0,549305556;0,554166667;0,557638889;0,561111111;0,564583333;0,568055556;0,572916667;0,576388889;0,579861111;0,581944444;0,579861111;0,580555556;0,584027778;0,5875;0,590972222;0,59375;0,597222222;0,598611111;0,599305556
14; United Kingdom;0,538194444;0,547222222;0,55625;0,565277778;0,574305556;0,582638889;0,586111111;0,589583333;0,59375;0,597916667;0,602083333;0,604861111;0,606944444;0,609722222;0,615277778;0,61875;0,617361111;0,619444444;0,622222222;0,624305556;0,628472222;0,624305556;0,623611111;0,635416667;0,638194444;0,6375;0,638888889;0,640277778
13; United States;0,597222222;0,597916667;0,602083333;0,604861111;0,607638889;0,609027778;0,610416667;0,611805556;0,613888889;0,614583333;0,614583333;0,615972222;0,617361111;0,620138889;0,621527778;0,623611111;0,625694444;0,628472222;0,631944444;0,631944444;0,634722222;0,636805556;0,6375;0,636111111;0,6375;0,638888889;0,640277778;0,641666667
55; Uruguay;0,480555556;0,484027778;0,486111111;0,488194444;0,492361111;0,49375;0,497916667;0,504861111;0,510416667;0,511805556;0,515277778;0,518055556;0,51875;0,520833333;0,523611111;0,525;0,528472222;0,529166667;0,531944444;0,540277778;0,536805556;0,543055556;0,548611111;0,553472222;0,55625;0,555555556;0,556944444;0,558333333
105; Uzbekistan;;;;;;;;;;;0,413194444;0,418055556;0,422916667;0,426388889;0,43125;0,436111111;0,440277778;0,448611111;0,453472222;0,457638889;0,4625;0,468055556;0,474305556;0,479166667;0,482638889;0,484722222;0,488194444;0,493055556
138; Vanuatu;;;;;;;;;;;;;;;;0,397222222;0,402083333;0,404166667;0,409027778;0,409722222;0,410416667;0,411111111;0,411111111;0,414583333;0,415277778;0,415972222;0,416666667;0,41875
78; Venezuela (Bolivarian Republic of);0,440277778;0,447222222;0,452083333;0,453472222;0,454166667;0,456944444;0,458333333;0,461111111;0,463194444;0,465277778;0,466666667;0,472222222;0,477777778;0,477083333;0,486111111;0,495833333;0,504861111;0,516666667;0,522916667;0,522916667;0,527083333;0,535416667;0,5375;0,538888889;0,540277778;0,538194444;0,531944444;0,528472222
116; Viet Nam;0,329861111;0,336111111;0,344444444;0,351388889;0,359027778;0,367361111;0,375;0,374305556;0,388194444;0,39375;0,402083333;0,407638889;0,413194444;0,41875;0,425;0,427777778;0,433333333;0,438888889;0,444444444;0,455555556;0,454166667;0,461111111;0,465277778;0,46875;0,470833333;0,475;0,478472222;0,481944444
178; Yemen;0,277083333;0,279861111;0,28125;0,283333333;0,284027778;0,288194444;0,293055556;0,296527778;0,299305556;0,301388889;0,307638889;0,3125;0,316666667;0,321527778;0,325694444;0,329166667;0,332638889;0,334722222;0,336805556;0,340972222;0,345833333;0,346527778;0,350694444;0,352083333;0,350694444;0,335416667;0,320833333;0,313888889
144; Zambia;0,278472222;0,279166667;0,279861111;0,284027778;0,283333333;0,286111111;0,288888889;0,290972222;0,291666667;0,295833333;0,3;0,305555556;0,311805556;0,319444444;0,325694444;0,333333333;0,341666667;0,349305556;0,359027778;0,370138889;0,377777778;0,386111111;0,395138889;0,398611111;0,402777778;0,404861111;0,406944444;0,408333333
156; Zimbabwe;0,340972222;0,343055556;0,334027778;0,330555556;0,328472222;0,324305556;0,323611111;0,31875;0,314583333;0,311111111;0,305555556;0,306944444;0,302083333;0,297222222;0,297222222;0,298611111;0,302083333;0,306944444;0,304861111;0,3125;0,324305556;0,331944444;0,350694444;0,358333333;0,364583333;0,367361111;0,369444444;0,371527778
